help,  1. [동사] 돕다, 거들다 2. [동사] (상황일에) 도움이 되다 3. [명사] 도움 4. [명사] 지원, 도움 
conserve,  1. [동사] 아끼다, 아껴 쓰다 2. [동사] 보호[보존]하다 (→ conservation ) 3. [명사] (과일을 통째로나 굵게 썰어 만든) 과일 설탕 조림 
turn,  1. [동사] 돌다, 돌리다 2. [동사] (고개몸 등이 다른 방향을 향하도록) 돌리다, 몸을 돌리다, 돌아서다 (→ ) 3. [명사] 돌기, 돌리기 4. [명사] (차량의) 방향 전환, 회전 (→ ) 
